"Id","age","expInYears","licenseNo","mobNo","name","rating","addressId","driverInsuranceId"
470,43,12,102756,"3-(129)091-1436","Stephanie Robinson",2.7,388,388
60,31,22,68142,"9-(523)234-0375","Shirley Ramirez",1.3,389,389
763,26,16,37918,"1-(769)349-8321","Rose Jenkins",4.2,390,390
897,43,3,55069,"6-(316)342-9829","Harry Smith",2.6,391,391
401,38,10,71983,"3-(476)696-0631","Raymond Franklin",2.5,392,392
961,30,4,18783,"7-(889)054-1347","Julie Knight",2.9,393,393
513,33,5,14960,"3-(300)063-4613","Stephanie Holmes",3.5,394,394
124,36,15,109130,"5-(294)694-2080","Steven James",4.2,395,395
851,28,21,17269,"3-(064)145-1282","Douglas Wood",2.7,396,396
664,48,10,37933,"1-(095)859-1597","Brenda Ortiz",2.5,397,397
427,46,6,73038,"6-(871)034-5614","Craig Hall",3.3,398,398
907,45,10,89186,"6-(828)817-1317","Annie Cunningham",4.7,399,399
535,48,3,78705,"4-(129)621-5669","Harold Harper",1.9,400,400
771,47,21,464,"1-(629)375-8117","Linda Wilson",1.2,401,401
82,32,25,82197,"0-(236)470-0480","Philip Riley",2.7,402,402
438,45,25,83600,"8-(090)128-0332","Nicholas Jenkins",1.2,403,403
917,35,17,5156,"9-(171)901-9706","Lois Bishop",2.6,404,404
168,40,2,77340,"6-(775)717-6528","Walter Castillo",1.9,405,405
141,30,4,28621,"5-(179)563-6515","Samuel Sullivan",3.4,406,406
764,29,1,92311,"2-(061)305-6077","Rose Stewart",2.3,407,407
723,46,24,87829,"9-(689)984-5605","Judy Carter",4.2,408,408
184,39,4,16074,"5-(101)827-2378","Julia Torres",3.3,409,409
653,45,16,102299,"7-(687)568-2305","Scott Medina",4.7,410,410
542,26,1,26647,"5-(748)356-6428","Heather Robinson",4.6,411,411
767,25,2,91793,"2-(252)641-2947","Louis Riley",3.1,412,412
922,29,4,12005,"2-(308)059-3646","Lois Robinson",4.8,413,413
541,48,13,45835,"1-(070)837-3285","Anne Schmidt",2.7,414,414
545,38,16,40565,"4-(088)140-8397","Mary Taylor",2.4,415,415
363,41,1,45654,"5-(950)142-3521","Phillip James",4.1,416,416
377,43,11,60147,"6-(099)548-1227","Scott Stewart",1.7,417,417
270,34,24,78014,"7-(746)123-4717","Carl Brown",1.2,418,418
222,31,3,17450,"5-(671)649-7852","Ashley Fox",3.2,419,419
585,36,10,906,"2-(470)802-4771","Lisa Wells",5,420,420
65,48,16,74150,"7-(599)428-3900","Carol Gibson",3.3,421,421
163,47,3,42819,"8-(151)564-6769","Terry Walker",1.5,422,422
507,39,22,78235,"5-(737)296-0044","Victor Wilson",1.1,423,423
73,43,25,18176,"9-(374)788-6008","Timothy Meyer",4.5,424,424
55,49,19,100264,"2-(415)638-2170","Gloria Harris",2.8,425,425
231,32,3,57867,"3-(907)493-6063","Melissa Dixon",2.4,426,426
547,49,11,45953,"0-(433)103-7435","Ryan Watkins",4.1,427,427
207,26,8,13449,"4-(420)098-0904","Johnny Campbell",3.6,428,428
23,27,5,65907,"4-(839)968-9373","Arthur Owens",1.8,429,429
398,35,6,78982,"8-(093)379-2161","Joshua Smith",4.5,430,430
523,47,24,72408,"6-(700)894-2182","Kathy Coleman",1.9,431,431
734,34,19,70949,"2-(748)564-6190","Wayne Morris",3.3,432,432
762,25,8,9130,"1-(485)366-7150","Sarah Stevens",3.2,433,433
695,29,10,59102,"0-(001)398-6888","Annie Stone",4.7,434,434
459,42,2,66512,"2-(180)124-0567","Steven Carter",2.4,435,435
646,28,11,15635,"8-(734)555-6091","Nicholas Roberts",2,436,436
662,25,5,87459,"7-(675)140-7126","Carolyn Ellis",4.6,437,437
714,28,25,22141,"9-(029)771-9330","Carolyn Gordon",1.7,438,438
826,29,9,97662,"8-(304)344-6685","David Ellis",1.4,439,439
992,41,1,8614,"3-(816)413-4779","Alan Harrison",3.2,440,440
610,28,17,40044,"2-(391)492-9785","Anne Garrett",4,441,441
527,45,22,66940,"7-(243)174-4762","Russell White",4.3,442,442
4,40,3,98120,"4-(834)355-4450","Matthew Bailey",2.4,443,443
406,50,11,18836,"0-(821)386-0587","Howard Barnes",4,444,444
767,28,9,102939,"9-(984)263-9552","Melissa Fields",4.4,445,445
874,32,24,72335,"2-(828)000-2852","Angela Johnston",3.6,446,446
961,34,23,83904,"0-(891)390-5223","Jane Baker",1,447,447
359,26,7,50658,"7-(048)046-5119","Robert Sanchez",5,448,448
303,26,3,99393,"5-(840)591-1648","Johnny Hill",4.4,449,449
454,35,24,466,"2-(293)705-7733","Michelle Mcdonald",4.8,450,450
568,32,9,87776,"9-(619)227-0821","Linda Daniels",3.5,451,451
371,30,23,3850,"9-(891)371-1190","Deborah Cole",1.3,452,452
744,41,18,32893,"9-(006)241-1618","Virginia Robinson",3.8,453,453
513,36,11,32335,"4-(680)942-0377","George Weaver",3.3,454,454
885,40,18,44842,"2-(860)500-3444","Diane Marshall",4.1,455,455
953,40,17,101610,"3-(723)368-7967","Jack Gonzales",3.5,456,456
994,42,9,18674,"1-(870)318-3094","Denise Perez",4.7,457,457
89,39,14,72761,"9-(672)493-2765","Ryan Fowler",1.5,458,458
306,27,3,80329,"3-(284)255-2835","Jeffrey Alvarez",3.7,459,459
168,41,19,59262,"8-(972)928-5535","Heather Simpson",4.5,460,460
948,38,8,102618,"5-(197)374-6518","Douglas Bailey",4.3,461,461
767,41,11,29145,"5-(384)312-3077","Catherine Baker",5,462,462
974,50,13,6927,"0-(348)506-3630","Christina Reynolds",2.8,463,463
471,26,15,24123,"5-(077)960-7672","Norma Fuller",4.6,464,464
458,25,14,52368,"4-(866)729-5219","Scott Ryan",4.1,465,465
758,45,25,20248,"4-(981)184-5809","Antonio Hunt",2.6,466,466
264,46,14,90139,"8-(680)191-0931","Judy Richardson",3.3,467,467
167,26,19,19893,"8-(458)867-6200","Kathy Sanchez",3.2,468,468
939,50,3,60177,"3-(637)583-2132","Angela Harvey",4.2,469,469
114,26,9,26924,"3-(720)972-2439","Frances Cole",2.1,470,470
668,40,25,109148,"4-(698)747-2260","Charles Washington",1.3,471,471
778,30,3,51527,"8-(121)736-4175","Anthony Howard",2.7,472,472
704,40,4,28654,"1-(231)408-3303","Jesse Turner",4.6,473,473
529,45,8,90260,"0-(357)286-3208","Theresa Oliver",1.8,474,474
794,26,21,86534,"0-(918)409-0750","Terry Banks",1.6,475,475
212,37,19,66788,"7-(572)528-2682","Adam Ryan",4.7,476,476
335,42,17,101845,"2-(467)100-3324","Jerry Price",2.3,477,477
44,33,19,10484,"3-(530)984-7794","Teresa Moore",3.7,478,478
657,36,20,58000,"8-(141)376-7512","Joe Arnold",3.7,479,479
799,49,8,27839,"0-(073)850-1622","Anne Elliott",4.9,480,480
664,44,22,38651,"0-(225)081-6816","Bobby Montgomery",1.2,481,481
349,26,1,32351,"1-(213)013-8337","Aaron Fisher",4.7,482,482
404,45,9,17433,"8-(385)637-0889","Kathy Little",1.4,483,483
629,45,9,36281,"9-(264)614-1993","James Duncan",3.7,484,484
688,40,25,4751,"8-(592)721-0401","Ann Hicks",1.5,485,485
898,36,24,96992,"3-(342)762-9124","Jack Jordan",2.1,486,486
34,41,15,39986,"0-(313)300-4932","Alice Henderson",2.2,487,487
45,41,9,47575,"5-(633)068-6562","Beverly Baker",3,488,488
523,38,18,8956,"5-(220)057-9389","Jessica Long",2.8,489,489
128,39,1,86638,"8-(293)928-5851","Donna Bailey",3.4,490,490
644,42,11,103520,"9-(277)265-7223","Scott Pierce",1.2,491,491
64,28,7,9976,"7-(533)292-7427","Donald Andrews",4.2,492,492
918,41,2,106072,"3-(780)336-4429","Stephanie Watkins",4,493,493
951,28,13,92999,"6-(575)090-4710","Alan Perry",4.5,494,494
536,33,8,36131,"7-(982)394-5905","Frances Murray",4.5,495,495
371,47,24,62622,"2-(251)153-9544","Anne Watson",1.3,496,496
157,44,10,38389,"0-(691)174-5520","Kathryn Murray",2.1,497,497
498,27,4,86682,"8-(214)774-4235","Phyllis Williams",2.3,498,498
451,34,25,43535,"2-(245)218-5501","Stephen Taylor",4.2,499,499
981,49,16,30407,"6-(821)226-5403","Gerald Reynolds",3.8,500,500
395,38,10,59742,"9-(997)002-1930","Joshua White",2.1,501,501
653,46,12,57329,"7-(181)039-5397","Heather Mccoy",2.2,502,502
607,33,25,70621,"7-(277)792-8771","Bobby Jones",2.5,503,503
786,50,18,8688,"0-(881)407-7625","Jennifer Flores",4.9,504,504
677,50,24,77165,"4-(000)948-8609","Beverly Crawford",1.4,505,505
184,28,3,3152,"7-(823)799-8433","Phillip Thomas",2.2,506,506
895,38,21,56674,"2-(952)407-5939","Gary Smith",4.5,507,507
229,48,8,69322,"8-(518)488-8073","Clarence Campbell",2,508,508
954,29,5,60119,"5-(587)018-6184","Rachel Perkins",2.2,509,509
578,46,20,62857,"8-(419)262-5451","Ronald Stone",3.2,510,510
327,27,5,77367,"5-(128)745-1327","Amanda Fernandez",3.5,511,511
177,39,11,87749,"6-(438)250-0960","Paula Harper",4.9,512,512
471,27,12,43865,"9-(985)345-8180","Jane Nelson",1.2,513,513
268,34,11,47140,"6-(721)979-8400","Stephanie West",4.4,514,514
733,27,7,106267,"8-(766)055-4953","Johnny Gonzales",2.3,515,515
269,28,22,41695,"6-(855)305-9219","Antonio Gordon",4.3,516,516
966,26,7,24542,"1-(548)632-4422","Andrea Ruiz",2.5,517,517
419,38,14,63677,"2-(190)637-1755","Jesse Ramirez",1.4,518,518
229,29,17,73276,"7-(489)521-3577","Jerry Turner",1.4,519,519
898,29,18,20808,"3-(977)682-4313","Bonnie Thomas",4.4,520,520
489,48,4,83684,"8-(779)552-3023","Linda Ford",2.1,521,521
252,49,14,73626,"8-(677)163-0071","Brian Garcia",4.2,522,522
284,27,12,93881,"5-(750)851-6838","Patricia Ruiz",1.5,523,523
950,29,24,90091,"0-(427)869-3051","Samuel Foster",3.9,524,524
61,35,25,103862,"0-(665)478-6614","Rachel Porter",2.2,525,525
29,28,21,23335,"5-(081)245-3503","Nicholas Ellis",2.8,526,526
782,50,16,57536,"5-(847)307-8580","Patrick Armstrong",1.4,527,527
876,35,7,104592,"4-(603)400-7445","Thomas Bradley",2.7,528,528
261,39,5,59413,"8-(461)795-0119","Amanda Murphy",4.8,529,529
190,27,15,76845,"2-(691)950-5460","Catherine Gordon",2.2,530,530
561,35,10,67708,"9-(261)056-5307","Jerry Murphy",1.2,531,531
182,43,25,3395,"9-(225)541-7936","Denise Butler",4.8,532,532
528,41,23,35163,"9-(530)206-3948","Emily Parker",4.4,533,533
236,41,20,36693,"2-(859)516-6913","Denise Gordon",1.7,534,534
207,45,10,79100,"3-(190)276-9084","Christina Rodriguez",2.2,535,535
155,30,1,100296,"8-(977)328-5384","Elizabeth Hawkins",4,536,536
358,43,8,13979,"7-(137)309-6460","Jacqueline Rodriguez",3.1,537,537
363,39,13,42624,"3-(078)477-3838","Mary Scott",4.5,538,538
131,37,7,4693,"2-(024)754-8897","Alice Fox",1.9,539,539
206,43,16,75680,"9-(968)432-5830","Deborah Taylor",3.1,540,540
98,50,18,10935,"7-(488)036-8462","Annie Reed",3.8,541,541
702,33,25,90943,"5-(597)743-6294","Jeffrey Mendoza",4.4,542,542
235,40,17,14422,"0-(546)290-7726","Christopher Reynolds",4.5,543,543
392,25,13,95589,"0-(247)713-9722","Linda Larson",1.7,544,544
455,26,5,72284,"3-(017)396-3584","Sandra Clark",2.8,545,545
870,37,1,102671,"0-(683)370-3548","Phyllis Washington",1.4,546,546
803,25,9,3809,"2-(041)233-5927","Daniel West",2.7,547,547
260,50,20,95541,"2-(764)748-2948","Gloria Ray",3.4,548,548
529,29,16,60287,"2-(368)468-3978","Randy Watkins",4.5,549,549
290,32,2,50506,"9-(059)955-9566","Alice Dixon",3.8,550,550
637,50,11,47847,"1-(864)598-9386","Tina Reed",4,551,551
921,38,15,21533,"3-(861)138-6017","Lisa Tucker",1.4,552,552
345,31,3,35041,"0-(024)742-1994","Debra Welch",2,553,553
34,49,21,52973,"2-(456)572-7743","Frank Mcdonald",2.1,554,554
217,42,6,43383,"9-(868)258-9065","Pamela Hall",1.6,555,555
998,30,10,982,"8-(018)578-0558","Earl Griffin",3,556,556
601,36,15,9002,"2-(305)350-3658","Richard Rose",1,557,557
352,41,22,30233,"4-(923)160-5338","Chris Franklin",2.9,558,558
167,41,5,94538,"1-(059)989-7479","Raymond Burton",2.3,559,559
585,40,1,10104,"4-(275)442-7914","Randy Ortiz",2.3,560,560
755,50,19,71742,"6-(584)122-2222","Amy Green",1.4,561,561
10,32,3,78191,"4-(613)349-1524","Virginia Rivera",5,562,562
87,39,25,56493,"0-(504)426-4447","Pamela Chavez",2.2,563,563
152,42,19,53277,"7-(449)037-8649","Mildred Hughes",1.5,564,564
516,31,20,57515,"0-(403)561-4593","Jane Montgomery",3.4,565,565
345,43,5,50529,"1-(323)990-4409","Anthony Richards",4.9,566,566
819,40,7,41900,"2-(646)855-5083","Frances Jenkins",1.7,567,567
681,43,8,12116,"8-(427)738-2557","Lisa Daniels",3.7,568,568
263,30,6,6969,"4-(151)418-8370","Amanda Stephens",4.5,569,569
440,36,20,14082,"3-(568)931-9582","Ryan Bradley",2,570,570
796,37,9,44545,"0-(959)414-5125","Martin Hansen",2.3,571,571
173,44,5,14171,"9-(278)212-0126","Norma Rivera",1.4,572,572
42,25,23,10943,"0-(667)660-3699","Sean Ray",2.9,573,573
497,31,3,5960,"0-(432)563-1459","Lillian Washington",4.6,574,574
168,39,14,93487,"0-(645)849-3765","Diana Morrison",1.8,575,575
431,46,1,38124,"0-(724)346-7789","Rose Mccoy",3.6,576,576
201,33,2,80843,"4-(502)492-0703","Kelly Fowler",1.4,577,577
812,38,15,40334,"0-(585)312-3672","Joshua Ramos",2,578,578
121,42,6,24928,"4-(306)488-5996","Jose Marshall",2.2,579,579
794,26,24,109643,"1-(053)234-8313","Carl Phillips",1.8,580,580
849,39,9,105869,"3-(855)545-1641","Elizabeth Henry",4.3,581,581
503,29,5,69964,"5-(193)385-7408","Roger Fernandez",4.5,582,582
801,31,21,8170,"1-(996)861-0606","Mark Howell",4,583,583
439,41,1,67229,"7-(094)600-7659","Andrew Lynch",3.8,584,584
326,43,23,36042,"6-(300)219-8036","Marilyn Peterson",2.7,585,585
547,45,10,88765,"7-(866)909-5309","Benjamin Weaver",4.5,586,586
114,33,16,88812,"7-(361)794-3716","Anthony Hughes",4,587,587
527,36,19,6444,"7-(018)413-2932","Michael Jordan",1.9,588,588
833,45,1,84218,"8-(691)880-0336","Kathleen Gordon",3,589,589
656,42,7,98854,"4-(570)285-6834","Rachel Davis",4.4,590,590
270,26,17,24058,"5-(613)811-6082","Kathleen Garcia",2.2,591,591
174,29,20,23536,"3-(160)182-7277","Paul Nichols",3.2,592,592
600,44,10,80138,"2-(468)085-6925","Patricia Berry",4.8,593,593
617,33,18,84936,"5-(575)690-6884","Mildred Williams",1.6,594,594
786,26,17,67012,"7-(384)423-0948","Stephanie Bishop",3.8,595,595
85,44,5,104727,"5-(233)353-9179","Marie Hawkins",1.7,596,596
440,26,23,55116,"7-(062)251-1493","Terry Montgomery",3.3,597,597
466,31,9,83025,"8-(071)090-4849","Henry Bell",1,598,598
273,36,14,46032,"1-(852)730-4989","Lois Ward",2.4,599,599
449,31,7,1932,"1-(308)275-7317","Joan Gutierrez",1.6,600,600
593,31,15,80183,"1-(898)584-5753","Jennifer Woods",3.8,601,601
500,46,6,50673,"1-(888)456-3030","Judy Jenkins",1.3,602,602
210,50,10,47823,"2-(434)684-6610","Linda Welch",3,603,603
541,37,11,47923,"1-(709)726-7339","Amy Mcdonald",3.7,604,604
867,34,9,35087,"8-(425)633-8954","William Garrett",3.1,605,605
855,30,5,36660,"8-(692)046-6998","Kathleen Stephens",1.7,606,606
728,46,1,61508,"1-(087)902-4486","Amanda Williamson",3,607,607
336,32,24,27277,"8-(875)684-3965","Tina Powell",3.5,608,608
406,44,20,73249,"8-(773)536-8239","Henry Jones",1.8,609,609
567,38,4,27352,"7-(065)488-0421","Melissa Rogers",2.2,610,610
444,48,6,379,"7-(011)187-2849","Katherine Williams",2.1,611,611
410,34,24,29329,"9-(900)350-9614","Maria Hart",4.5,612,612
923,44,24,54166,"5-(904)709-8551","Henry Larson",3.6,613,613
545,50,9,82064,"6-(010)508-0035","Lois Johnston",2,614,614
956,41,1,56303,"4-(571)768-1413","Michael Wood",2.9,615,615
102,35,21,82322,"1-(935)010-3272","Brenda Olson",3.5,616,616
370,29,11,96664,"0-(223)475-2528","Helen Peterson",3,617,617
363,49,22,19728,"4-(480)203-3209","Richard Hansen",3,618,618
751,40,3,93196,"9-(929)358-7069","Brandon Moore",3.2,619,619
7,30,20,108393,"4-(187)824-5881","Donna Johnson",4.4,620,620
543,47,13,67988,"8-(067)622-6721","Dorothy Williamson",1.9,621,621
212,27,1,92700,"6-(345)984-5663","Bobby Little",1.1,622,622
233,42,21,30482,"3-(794)384-3900","Kelly Stevens",4.9,623,623
75,32,15,98632,"9-(846)808-1622","Willie Mccoy",4.4,624,624
282,44,19,13661,"8-(271)531-4506","Carolyn Coleman",4.9,625,625
403,45,7,77265,"3-(226)978-9792","Eric Coleman",1.1,626,626
1,43,10,74586,"1-(209)966-0523","Alan Hill",4.7,627,627
315,50,9,64133,"2-(165)025-3841","Billy Hawkins",3.7,628,628
836,38,16,94999,"4-(578)931-3354","Maria Harper",2,629,629
281,28,10,88837,"2-(214)190-9731","Rebecca Cox",4.2,630,630
393,32,21,17962,"2-(378)987-0966","Raymond Stevens",2.6,631,631
725,39,8,70316,"8-(184)382-0755","Teresa Morrison",3.4,632,632
774,47,12,8521,"5-(094)630-0445","Paul Patterson",3.7,633,633
919,26,7,60496,"8-(379)390-1853","Jerry Bradley",4.9,634,634
536,49,1,7620,"8-(133)898-7465","Justin Perkins",3.7,635,635
964,36,15,109974,"9-(643)423-1700","Marilyn Hill",4.4,636,636
843,26,16,65397,"3-(956)806-4645","Joan Alexander",2.8,637,637
157,28,20,36271,"1-(031)318-2090","Christine Snyder",5,638,638
409,48,7,75055,"6-(264)423-3195","Christine Cook",4.3,639,639
33,28,22,74623,"2-(993)207-0469","Scott Murphy",3.2,640,640
148,45,23,18219,"0-(508)521-2622","Antonio Gonzalez",2,641,641
243,30,21,71960,"6-(779)596-4333","Teresa King",3.1,642,642
957,44,2,13425,"4-(262)989-0453","Gary Hayes",4.9,643,643
627,29,5,88844,"2-(480)962-0070","Kimberly Perez",2.9,644,644
186,35,21,10709,"6-(488)285-0509","Terry Martinez",4.7,645,645
510,42,8,79073,"7-(486)532-2735","Nicholas Rice",3.7,646,646
874,32,24,60565,"5-(700)371-6363","Evelyn Rogers",4.6,647,647
961,36,23,7109,"4-(805)410-4392","Margaret Parker",2.3,648,648
11,28,21,101867,"3-(591)213-9304","Deborah Mendoza",2.5,649,649
510,30,22,19651,"3-(588)675-7741","Eric Ramos",1.5,650,650
433,40,25,29913,"1-(279)562-2536","Ryan Medina",4,651,651
41,43,13,17927,"8-(242)589-6970","Donald Garrett",1.3,652,652
415,26,24,37249,"6-(100)589-5857","Walter Watkins",1.1,653,653
960,50,3,62015,"9-(517)523-5256","Cheryl Johnson",3.6,654,654
337,44,22,15945,"0-(844)707-7619","Judith Gardner",2,655,655
293,42,4,105036,"1-(715)880-3745","Anthony Owens",2.2,656,656
9,45,11,75486,"6-(024)544-1429","Todd Flores",2.1,657,657
995,38,25,46639,"9-(938)634-4205","John Hudson",4.8,658,658
71,50,19,106077,"7-(895)274-5460","Jacqueline Reynolds",3.6,659,659
43,49,10,19685,"1-(382)198-8300","John Daniels",2.5,660,660
775,25,2,38890,"9-(491)501-3196","Lillian Kim",3.3,661,661
997,38,24,58573,"7-(419)445-1918","Brandon Mills",3.9,662,662
660,32,15,68400,"2-(136)294-8830","Jonathan Wagner",2.5,663,663
834,41,17,46286,"5-(229)236-5595","Diane Wells",1.4,664,664
634,29,11,107048,"1-(598)457-4578","Diane Hudson",2.8,665,665
419,32,9,65107,"2-(849)253-6058","Irene Fuller",2.7,666,666
736,47,7,100344,"5-(843)852-4851","Amanda Powell",2.2,667,667
712,36,4,77343,"9-(372)120-0119","William Willis",3.4,668,668
401,33,19,75521,"2-(244)295-3333","Linda Brooks",1.4,669,669
642,44,4,48371,"3-(721)552-0831","Steve Kelley",4.1,670,670
174,48,3,92857,"0-(841)765-2974","Kevin Nelson",3.6,671,671
200,36,18,104091,"2-(116)597-4127","Anthony Hansen",4.6,672,672
113,47,2,80300,"0-(278)249-4599","Mary Reynolds",2.5,673,673
57,32,21,34746,"8-(315)698-5422","Keith Simpson",4.3,674,674
816,39,21,92441,"4-(193)351-1559","Victor Gonzalez",4.7,675,675
291,35,3,61072,"0-(503)591-6922","Dorothy Simpson",2,676,676
253,35,12,90898,"0-(660)232-7300","Maria Henry",4.8,677,677
936,33,12,35244,"7-(165)522-8176","Rachel Kennedy",1.9,678,678
752,33,13,21883,"5-(291)714-4480","Stephen Baker",3.2,679,679
850,32,14,19027,"6-(577)806-3124","Diana Bryant",1.6,680,680
11,35,1,90468,"1-(136)317-2048","Bonnie Lewis",4.7,681,681
598,28,1,2200,"3-(116)780-2820","Lawrence Welch",3.4,682,682
489,43,22,91062,"9-(014)778-9686","Marilyn Tucker",1.5,683,683
946,44,18,99096,"4-(817)392-3047","Donna Ford",1.9,684,684
428,37,18,29564,"7-(536)104-6900","Donald Graham",3.5,685,685
125,48,21,55390,"3-(845)821-6670","Betty Collins",1.4,686,686
183,44,3,47134,"9-(425)746-3457","Cynthia Kennedy",1.4,687,687
686,32,16,19099,"7-(046)981-6502","Juan Hamilton",3,688,688
928,32,24,62666,"3-(353)284-8073","Patricia Sanders",3.3,689,689
489,36,9,66748,"5-(066)759-4983","Todd Ramos",4.8,690,690
153,32,16,20420,"1-(596)844-2698","Shawn Reed",2.2,691,691
681,47,5,69894,"4-(999)819-6049","Kathryn Hughes",2.7,692,692
27,43,4,66616,"4-(968)274-0885","Mary Stanley",1.4,693,693
73,45,4,23005,"4-(022)086-1397","Lori Peterson",1.2,694,694
240,36,8,101869,"7-(101)771-4318","Janice Brown",2.4,695,695
947,48,9,1318,"2-(620)043-4586","Bonnie Mitchell",4.1,696,696
650,25,11,25309,"4-(291)480-9582","Nancy Stevens",1,697,697
158,49,1,41256,"8-(996)531-3283","Paul Jackson",1.6,698,698
996,50,17,27124,"6-(426)062-5201","Ann Campbell",4.1,699,699
859,31,18,28729,"5-(827)306-7775","Philip George",2.8,700,700
654,29,6,84602,"5-(387)782-6984","Harry Wells",2.8,701,701
627,31,1,7081,"0-(843)184-6603","Doris Walker",1.4,702,702
953,50,20,40307,"9-(349)467-8155","Jose Simpson",3.9,703,703
145,49,15,20110,"3-(401)915-1379","Anthony Barnes",3.2,704,704
523,50,13,42868,"3-(592)756-8752","Juan Patterson",1.6,705,705
677,46,15,30553,"4-(873)430-4035","Paula Hunter",1.1,706,706
442,46,16,106531,"7-(137)903-3866","Elizabeth Carter",2.2,707,707
43,29,14,25509,"7-(664)137-2621","Todd Hamilton",3.3,708,708
426,36,13,46415,"9-(056)197-1435","Patricia Wheeler",2.8,709,709
482,35,13,64923,"8-(983)337-7968","Jesse Griffin",4.8,710,710
553,47,24,23488,"1-(987)626-3822","Albert Chavez",4.4,711,711
26,25,21,105962,"8-(527)599-6480","Patrick Mccoy",3.3,712,712
954,28,6,106708,"0-(276)573-3970","Barbara Green",4.2,713,713
655,42,3,106277,"7-(590)786-7886","Tina Spencer",3.7,714,714
390,37,7,79778,"2-(707)531-3619","Gary Jackson",1.5,715,715
459,34,17,90461,"2-(871)747-7612","Ernest Patterson",5,716,716
918,48,5,44205,"8-(458)900-0136","Cynthia Dixon",4.8,717,717
776,26,7,60568,"5-(836)187-9644","Louise Taylor",2.5,718,718
658,46,23,57735,"8-(013)663-5560","Wayne Myers",1.8,719,719
788,43,18,54996,"8-(119)941-5689","Walter Stone",2.5,720,720
775,44,17,46063,"6-(075)745-2444","Lillian Torres",1.1,721,721
749,27,8,75721,"8-(116)027-6663","Heather Larson",2.9,722,722
871,44,17,24281,"0-(276)510-8114","Bruce Fox",2.1,723,723
175,41,13,109436,"8-(192)837-5121","Timothy Cook",1.3,724,724
884,36,2,49938,"2-(366)122-9776","Jason Ferguson",3.6,725,725
841,35,16,74906,"7-(171)121-1088","Gary Cooper",3.6,726,726
841,41,8,7471,"3-(069)688-3011","Roy Scott",3.7,727,727
375,29,19,66872,"1-(292)837-9289","Antonio Howard",4.9,728,728
265,26,18,8438,"9-(053)818-7413","Fred King",1.9,729,729
43,33,17,8395,"3-(127)735-1239","Sarah Stone",4.6,730,730
424,50,25,106697,"2-(722)119-8553","Benjamin Bowman",2.3,731,731
829,45,10,40321,"4-(309)054-4951","Jose Morales",1.1,732,732
910,36,14,13563,"3-(326)177-4459","Judith Austin",2,733,733
850,32,14,32380,"8-(373)989-4831","Andrew Lawson",1.9,734,734
181,29,11,39779,"6-(107)448-7710","Rachel Murray",2.4,735,735
155,44,22,15704,"4-(000)148-7928","David Marshall",3.3,736,736
179,48,7,36995,"6-(017)377-5847","Craig Hayes",1.2,737,737
861,46,12,49879,"7-(308)528-3824","Justin Hayes",3.3,738,738
625,44,12,84540,"5-(063)393-6496","Joe Harper",4.4,739,739
996,32,3,2051,"7-(736)981-9064","Diana Stone",2,740,740
546,49,19,52971,"2-(386)884-1329","Dorothy Howard",1.1,741,741
567,43,3,31621,"4-(006)439-3017","Kelly Stone",2.1,742,742
65,41,8,99777,"5-(511)152-1915","Howard Ortiz",4.2,743,743
776,38,16,62715,"7-(274)200-9737","Bobby Banks",2,744,744
677,42,21,97156,"5-(455)504-9832","Ernest Lawson",4.2,745,745
413,25,5,105004,"1-(640)951-0418","Laura Gray",4.5,746,746
282,38,22,81803,"5-(378)208-8941","Jeffrey Gonzalez",2.7,747,747
254,26,7,33063,"2-(217)151-8828","Teresa Patterson",3,748,748
165,49,19,94293,"3-(338)321-4790","Theresa Elliott",1.9,749,749
934,45,24,42337,"9-(467)803-5077","Virginia Howard",2.3,750,750
658,33,1,97939,"4-(531)126-3450","Jason King",2.1,751,751
729,30,24,42414,"6-(123)572-6248","Steven Dunn",4.9,752,752
478,45,4,57453,"8-(697)287-1654","Thomas Hill",1.5,753,753
441,43,20,3169,"4-(528)075-8153","Dennis Roberts",4.3,754,754
575,49,14,19126,"3-(014)721-3411","Marilyn Harper",2.9,755,755
73,30,17,49783,"3-(546)863-2293","Patricia Campbell",3.9,756,756
991,25,10,80644,"5-(112)132-5039","Keith Morgan",1.7,757,757
788,44,16,27341,"5-(148)533-3750","Martin Willis",4.7,758,758
297,27,20,21132,"0-(814)078-2765","Kenneth Sims",4.8,759,759
601,50,18,17938,"1-(870)339-1685","Paula Garcia",4.5,760,760
715,28,16,69489,"0-(471)505-5014","Teresa Mcdonald",3.3,761,761
54,39,14,32928,"6-(434)987-9158","Irene Martin",2.7,762,762
977,47,5,94166,"2-(367)419-3708","Robin Reynolds",3,763,763
562,32,17,98875,"4-(551)165-3058","Walter Gutierrez",2.3,764,764
989,29,17,97342,"7-(075)788-7532","Shawn Roberts",4.4,765,765
973,32,14,28250,"9-(223)421-8697","Julia Oliver",2.9,766,766
834,40,16,30529,"5-(492)462-6473","Brian Ray",1.2,767,767
172,28,16,43285,"1-(286)848-5556","Brian Washington",1.1,768,768
317,45,16,63718,"8-(643)360-3843","Terry Howard",1.8,769,769
408,29,14,99198,"8-(996)887-4759","Beverly Holmes",1.6,770,770
654,46,1,24347,"8-(492)618-9578","Gregory Hayes",2.4,771,771
572,49,17,12687,"3-(876)507-1572","James Barnes",2.6,772,772
190,48,17,102191,"4-(911)564-5668","Chris Little",2.7,773,773
